cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,4325,lv,0,0,70,67.45551,67.80379,T,71273,133474
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,4077,lv,.012529,.0103546,69,66.4284,66.81139,T,71212,133347
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,3871,lv,.0119794,.0098013,69,66.4284,66.84477,T,71138,133197
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,3704,lv,.0115486,.0093534,69,66.4284,66.88538,T,71044,132990
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,3523,lv,.0110721,.008876,68,65.4029,65.89537,T,70945,132776
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,1091,lv,.5118363,0,70.8,68.27837,69.66312,"",70478,131332
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,2509,lv,.5332031,0,71.79,69.29812,70.77822,"",70427,131230
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,2286,lv,.3457901,.111453,69,66.4284,67.65584,"",70377,131128
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,2665,lv,.1240397,.0850851,66.01,63.36689,64.3606,T,70326,131021
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,8/25/2020,8/27/2020,Emerson College,763,lv,1.332533,.6056968,69.44,67.9259,68.94508,"",68240,127831
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,7/31/2020,8/7/2020,YouGov,500,rv,.739754,.1039324,61,62.19003,63.39067,"",68064,127485
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,8/6/2020,8/9/2020,MassINC Polling Group,501,lv,.9693081,.168227,63,64.45688,65.5013,"",68009,127359
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,7/17/2020,7/20/2020,MassINC Polling Group,797,rv,1.333237,.0110185,55,57.366,58.76353,"",67780,126861
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,5/5/2020,5/6/2020,Emerson College,740,rv,1.167763,0,66.87,66.12072,68.47449,"",66203,123160
2020,Massachusetts,10/28/2020,Joseph R. Biden Jr.,4/27/2020,5/1/2020,University of Massachusetts Lowell,1000,rv,1.319549,0,58,60.04753,62.37135,"",66175,123087
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,5665,lv,.5094329,.434736,67,64.68465,64.70445,T,72118,135245
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,10/19/2020,10/24/2020,Gonzales Research & Marketing Strategies Inc.,820,rv,.9356807,.9356807,58,59.71811,59.63928,"",72029,135032
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/28/2020,10/25/2020,SurveyMonkey,5456,lv,.0356155,.0277822,67,64.68465,64.71109,T,72008,135011
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/26/2020,10/24/2020,SurveyMonkey,5359,lv,.0339692,.0259999,66,63.66471,63.69992,T,71923,134837
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,5324,lv,0,0,66,63.66471,63.71064,T,71856,134702
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/22/2020,SurveyMonkey,5194,lv,.0177692,.0122977,66,63.66471,63.76949,T,71795,134571
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,4892,lv,.0169026,.0114502,67,64.68465,64.80597,T,71712,134372
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/22/2020,10/20/2020,SurveyMonkey,4780,lv,.0322583,.0213794,67,64.68465,64.82414,T,71599,134147
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,4647,lv,0,0,66,63.66471,63.82408,T,71497,133935
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,4483,lv,.0161251,.0102141,66,63.66471,63.84277,T,71412,133752
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,4385,lv,.0159636,.0098778,66,63.66471,63.8628,T,71330,133590
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,4302,lv,.0158772,.0095915,66,63.66471,63.8846,T,71272,133473
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,4105,lv,.0153854,.0090688,67,64.68465,64.92817,T,71211,133346
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,3878,lv,.0147868,.0084992,66,63.66471,63.93913,T,71137,133196
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,3707,lv,.0144052,.0080686,66,63.66471,63.97324,T,71043,132989
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/15/2020,10/12/2020,SurveyMonkey,3564,lv,.0141387,.007712,66,63.66471,64.00086,T,70944,132775
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/30/2020,10/4/2020,Goucher College,776,lv,1.369151,.8471873,61,61.29143,61.35793,"",70663,132148
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/29/2020,10/1/2020,Change Research,650,v,.6731699,.3671835,61,61.51405,61.75042,"",70631,132070
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,1175,lv,.3028664,0,63.95,61.57814,62.69666,"",70477,131331
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,1911,lv,.3567733,0,66.28,63.95016,65.18148,"",70426,131229
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,1813,lv,.3714363,0,66,63.66471,64.64619,"",70376,131127
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,2364,lv,.1776469,.0604312,67.11,64.79693,65.54698,T,70325,131020
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,9/4/2020,9/11/2020,OpinionWorks,753,lv,.9604024,.1718021,62,61.99399,62.81405,"",69970,130304
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,5/19/2020,5/23/2020,Gonzales Research & Marketing Strategies Inc.,810,lv,1.004224,0,59.1,59.97397,61.88718,"",66519,123959
2020,Maryland,10/28/2020,Joseph R. Biden Jr.,2/13/2020,2/19/2020,Goucher College,718,lv,1.288986,0,60,60.29308,62.04351,"",64518,118879
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,1916,lv,.5251947,.404334,56,54.23623,54.33271,T,72117,135244
2020,Maine,10/28/2020,Joseph R. Biden Jr.,10/21/2020,10/25/2020,Colby College,879,lv,.938188,.938188,51,52.33294,52.45416,"",72076,135127
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/28/2020,10/25/2020,SurveyMonkey,1749,lv,.0364887,.0242749,56,54.23623,54.35082,T,72007,135010
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/26/2020,10/24/2020,SurveyMonkey,1743,lv,.0357178,.0230148,56,54.23623,54.36279,T,71922,134836
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,1779,lv,0,0,56,54.23623,54.37587,T,71855,134701
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/22/2020,SurveyMonkey,1709,lv,.0202319,.0109202,56,54.23623,54.43197,T,71794,134570
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,1649,lv,.0200354,.0103949,56,54.23623,54.44305,T,71711,134371
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/23/2020,10/20/2020,SurveyMonkey,1501,lv,.0187784,.0093499,56,54.23623,54.46483,T,71598,134146
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,1430,lv,.018484,.0088166,56,54.23623,54.4827,T,71496,133934
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,1389,lv,.0185537,.0084617,56,54.23623,54.50035,T,71411,133751
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,1365,lv,.0189146,.0082306,56,54.23623,54.52263,T,71329,133589
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,1321,lv,.0190706,.0078995,56,54.23623,54.54593,T,71271,133472
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,1239,lv,.0187242,.0073643,57,55.24134,55.57314,T,71210,133345
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/16/2020,10/14/2020,SurveyMonkey,1172,lv,.0359897,.013402,57,55.24134,55.59406,T,71136,133195
2020,Maine,10/28/2020,Joseph R. Biden Jr.,10/2/2020,10/6/2020,Pan Atlantic Research,600,lv,.8237234,.3929057,50.3,51.0482,51.30408,"",71085,133057
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,1070,lv,0,0,56,54.23623,54.61345,T,71042,132988
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/14/2020,10/12/2020,SurveyMonkey,953,lv,.0331048,.0109426,56,54.23623,54.63906,T,70943,132774
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/4/2020,Critical Insights,466,lv,.5869504,.1940129,51,52.36584,52.75038,"",70610,132018
2020,Maine,10/28/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,202,lv,.2780827,0,51.23,49.45443,50.96331,"",70476,131330
2020,Maine,10/28/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,733,lv,.4694648,0,57.47,55.71406,57.29363,"",70425,131228
2020,Maine,10/28/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,502,lv,.433821,0,61,59.27101,60.53433,"",70375,131126
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,729,lv,.3368118,.0126833,59.77,58.0303,58.83738,T,70324,131019
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/23/2020,9/28/2020,Data for Progress,718,lv,.7417488,.1365562,55,53.64696,54.20503,"",70081,130559
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/17/2020,9/23/2020,Colby College,847,lv,.9219652,.0540063,50,51.33372,52.13987,"",69967,130299
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/17/2020,9/20/2020,Suffolk University,500,lv,1.00103,.0376957,51.4,52.06958,52.80872,"",69587,129679
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/11/2020,9/16/2020,Siena College/The New York Times Upshot,663,lv,1.402001,0,55,55.0967,55.90817,"",69524,129507
2020,Maine,10/28/2020,Joseph R. Biden Jr.,9/10/2020,9/14/2020,Quinnipiac University,1183,lv,1.707288,0,59,57.86405,58.68668,"",69488,129441
2020,Maine,10/28/2020,Joseph R. Biden Jr.,8/30/2020,9/5/2020,Fabrizio Ward/Hart Research Associates,800,lv,1.401522,0,54,54.25749,55.16511,"",68578,128405
2020,Maine,10/28/2020,Joseph R. Biden Jr.,7/28/2020,8/9/2020,Critical Insights,453,lv,.5778364,0,45,46.36033,47.70329,"",68001,127392
2020,Maine,10/28/2020,Joseph R. Biden Jr.,7/27/2020,8/2/2020,RMG Research,500,rv,.5929921,0,50,51.38548,52.72328,"",67978,127290
2020,Maine,10/28/2020,Joseph R. Biden Jr.,7/30/2020,8/3/2020,Quinnipiac University,807,rv,1.192775,0,52,51.70187,53.02554,"",67948,127222
2020,Maine,10/28/2020,Joseph R. Biden Jr.,7/24/2020,8/2/2020,Data for Progress,866,lv,1.057499,0,53,52.47438,53.85312,"",67936,127191
2020,Maine,10/28/2020,Joseph R. Biden Jr.,7/18/2020,7/24/2020,Colby College,888,lv,.9426376,0,50,51.33372,52.86404,"",67790,126874
2020,Maine,10/28/2020,Joseph R. Biden Jr.,7/23/2020,7/24/2020,Public Policy Polling,962,v,.9371204,0,53,52.10767,53.33237,"",67787,126870
2020,Maine,10/28/2020,Joseph R. Biden Jr.,7/2/2020,7/3/2020,Public Policy Polling,1022,v,1.263995,0,53,52.82417,54.14817,"",66994,125129
2020,Maine,10/28/2020,Joseph R. Biden Jr.,3/2/2020,3/3/2020,Public Policy Polling,872,v,1.193424,0,52,51.82395,54.69272,"",64717,119672
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,10/21/2020,10/25/2020,Colby College,453,lv,.6524333,.6524333,46,46.11296,46.13739,"",72077,135128
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,10/2/2020,10/6/2020,Pan Atlantic Research,300,lv,.5151277,.2859783,46.5,46.54641,46.69852,"",71087,133059
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/4/2020,Critical Insights,234,lv,.3799229,.1635967,41,41.09233,41.37407,"",70612,132020
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,9/17/2020,9/23/2020,Colby College,425,lv,.6165172,.1228646,46,46.11296,46.74712,"",69969,130301
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,9/17/2020,9/20/2020,Suffolk University,233,lv,.5002398,.0907909,46.78,46.99512,47.64517,"",69589,129682
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,9/11/2020,9/16/2020,Siena College/The New York Times Upshot,440,lv,.9552615,.0883872,47,47.24582,47.9766,"",69530,129533
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,9/10/2020,9/14/2020,Quinnipiac University,476,lv,.8821546,.0502295,53,52.6152,53.3358,"",69490,129443
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,8/30/2020,9/5/2020,Fabrizio Ward/Hart Research Associates,367,lv,.7368916,0,49,49.03085,49.84794,"",69402,129247
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,8/25/2020,8/28/2020,LOC Wick,400,lv,.4492621,0,47.5,46.25209,47.19538,"",68517,128281
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,7/28/2020,8/9/2020,Critical Insights,249,rv,.3595006,0,39,39.92579,40.98667,"",68003,127345
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,7/30/2020,8/3/2020,Quinnipiac University,382,rv,.6536554,0,44,44.46901,45.55417,"",67950,127224
2020,ME-2,10/28/2020,Joseph R. Biden Jr.,7/18/2020,7/24/2020,Colby College,449,lv,.6488008,0,45,45.11271,46.3126,"",67792,126876
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,10/21/2020,10/25/2020,Colby College,426,lv,.6274408,.6274408,56,56.11235,56.1249,"",72080,135138
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,10/2/2020,10/6/2020,Pan Atlantic Research,300,lv,.5151277,.2859783,54,54.04636,54.22034,"",71086,133058
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/4/2020,Critical Insights,232,lv,.3776166,.1626036,62,62.09076,62.41769,"",70611,132019
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,9/17/2020,9/23/2020,Colby College,416,lv,.6085636,.1212796,54,54.11293,54.86396,"",69968,130300
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,9/17/2020,9/20/2020,Suffolk University,267,lv,.5680016,.1030893,54.87,55.08429,55.84929,"",69588,129680
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,9/10/2020,9/14/2020,Quinnipiac University,707,lv,1.196565,.0681319,64,63.63332,64.44131,"",69489,129442
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,8/30/2020,9/5/2020,Fabrizio Ward/Hart Research Associates,433,lv,.8504705,0,58,58.03035,58.96858,"",69401,129246
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,7/28/2020,8/9/2020,Critical Insights,250,rv,.3605449,0,49,49.95277,51.28749,"",68002,127344
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,7/30/2020,8/3/2020,Quinnipiac University,392,rv,.6682869,0,61,61.45776,62.76471,"",67949,127223
2020,ME-1,10/28/2020,Joseph R. Biden Jr.,7/18/2020,7/24/2020,Colby College,425,lv,.6264934,0,55,55.11267,56.60766,"",67791,126875
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,2569,lv,.4254116,.3968331,38,36.9808,36.99245,T,72120,135247
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,10/22/2020,10/22/2020,University of New Orleans,755,lv,.8839442,.8839442,35.9,36.28672,36.35952,"",72053,135083
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/28/2020,10/25/2020,SurveyMonkey,2573,lv,.0299978,.0265432,38,36.9808,36.98688,T,72010,135013
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,2553,lv,.0148568,.0130033,38,36.9808,36.99259,T,71925,134839
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/23/2020,SurveyMonkey,2548,lv,.0286003,.0247577,38,36.9808,36.99965,T,71858,134704
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/24/2020,10/22/2020,SurveyMonkey,2534,lv,.014221,.0117644,39,37.97425,38.02948,T,71797,134573
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/23/2020,10/21/2020,SurveyMonkey,2547,lv,.0143022,.0116943,39,37.97425,38.04398,T,71714,134374
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/23/2020,10/20/2020,SurveyMonkey,2517,lv,0,0,39,37.97425,38.05986,T,71601,134149
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,2466,lv,.014376,.0114787,40,38.96825,39.07169,T,71499,133937
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/20/2020,10/18/2020,SurveyMonkey,2445,lv,.0275742,.0217524,40,38.96825,39.09501,T,71414,133754
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/19/2020,10/17/2020,SurveyMonkey,2425,lv,.0137159,.0106884,40,38.96825,39.11546,T,71332,133592
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,2413,lv,0,0,40,38.96825,39.14157,T,71274,133475
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/17/2020,10/15/2020,SurveyMonkey,2370,lv,.0270074,.0205277,40,38.96825,39.16213,T,71213,133348
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/16/2020,10/14/2020,SurveyMonkey,2325,lv,.013313,.0099912,40,38.96825,39.1832,T,71139,133198
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,2284,lv,0,0,40,38.96825,39.21309,T,71045,132991
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,10/4/2020,10/6/2020,Trafalgar Group,1048,lv,.8732164,.7056125,35.9,36.63885,36.721,"",70987,132832
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/14/2020,10/12/2020,SurveyMonkey,2286,lv,.0264754,.0193611,40,38.96825,39.24411,T,70942,132773
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,1134,lv,.3148242,0,36.51,35.5016,36.41819,"",70479,131333
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,2998,lv,.5150663,0,38.63,37.60661,38.63703,"",70428,131231
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,2587,lv,.5897263,.103004,38,36.9808,37.87237,"",70378,131129
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,2475,lv,.1994921,.1190826,38.11,37.09006,37.82203,T,70327,131022
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,9/2/2020,9/5/2020,The Tyson Group,600,lv,.8027959,.3636465,42,41.15503,42.00463,"",69579,129663
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,8/13/2020,8/17/2020,Trafalgar Group,1002,lv,.8588804,.0923173,37.9,38.64908,39.50616,"",68174,127692
2020,Louisiana,10/28/2020,Joseph R. Biden Jr.,8/6/2020,8/12/2020,ALG Research,800,lv,.6341712,.0194755,43,40.73628,41.56321,"",68124,127601
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,3478,lv,.4654228,.4654228,42,40.69332,40.82439,T,72121,135248
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/27/2020,10/25/2020,SurveyMonkey,3381,lv,.0470409,.0445857,42,40.69332,40.82793,T,72011,135014
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,3331,lv,0,0,42,40.69332,40.83561,T,71926,134840
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,3300,lv,.0159409,.0147761,42,40.69332,40.84427,T,71859,134705
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/22/2020,SurveyMonkey,3252,lv,.0159291,.0141001,42,40.69332,40.8877,T,71798,134574
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/24/2020,10/21/2020,SurveyMonkey,3136,lv,.0154252,.013493,42,40.69332,40.90033,T,71715,134375
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/23/2020,10/20/2020,SurveyMonkey,3023,lv,.0149416,.0129141,41,39.69955,39.92115,T,71602,134150
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/22/2020,10/19/2020,SurveyMonkey,2908,lv,.0144527,.0123406,42,40.69332,40.93171,T,71500,133938
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,10/12/2020,10/15/2020,Mason-Dixon Polling & Strategy,625,lv,1.109911,1.098325,39,38.94018,39.08346,"",71443,133804
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/21/2020,10/18/2020,SurveyMonkey,2788,lv,.0139422,.0117591,42,40.69332,40.95207,T,71415,133755
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/20/2020,10/17/2020,SurveyMonkey,2719,lv,.0136904,.0114039,42,40.69332,40.97202,T,71333,133593
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/19/2020,10/16/2020,SurveyMonkey,2653,lv,.0134586,.0110704,41,39.69955,39.99966,T,71275,133476
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/18/2020,10/15/2020,SurveyMonkey,2525,lv,.0129144,.0104879,41,39.69955,40.0193,T,71214,133349
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/17/2020,10/14/2020,SurveyMonkey,2352,lv,.0121365,.0097295,41,39.69955,40.03834,T,71140,133199
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/16/2020,10/13/2020,SurveyMonkey,2279,lv,.0118721,.0093936,40,38.70647,39.06911,T,71046,132992
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/14/2020,10/12/2020,SurveyMonkey,2109,lv,.0214322,.0167341,40,38.70647,39.09699,T,70941,132772
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,6/8/2020,6/30/2020,SurveyMonkey,596,lv,.461254,0,37.76,36.48448,37.61946,"",70480,131334
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,7/1/2020,7/31/2020,SurveyMonkey,1709,lv,.5851138,0,36.8,35.53326,36.71239,"",70429,131232
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,8/1/2020,8/31/2020,SurveyMonkey,1231,lv,.530322,.0930001,38,36.72238,37.78712,"",70379,131130
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/1/2020,9/30/2020,SurveyMonkey,1479,lv,.1121166,.0711554,39.26,37.97203,38.79104,T,70328,131023
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/14/2020,9/19/2020,Data for Progress,807,lv,.7805546,.4790878,36.5,35.65834,36.383,"",69939,130232
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,9/10/2020,9/14/2020,Quinnipiac University,1164,lv,1.689917,.9490348,38,37.54841,38.35284,"",69487,129440
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,7/30/2020,8/3/2020,Quinnipiac University,909,rv,1.300999,0,41,41.38131,42.33412,"",67947,127221
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,4/7/2020,4/12/2020,Bluegrass Voters Coalition,4000,rv,.7934222,0,34,33.17276,35.20124,"",67931,127182
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,7/25/2020,7/29/2020,Bluegrass Voters Coalition,3020,rv,.7686083,0,45,44.11781,44.8867,"",67928,127178
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,7/24/2020,8/2/2020,Morning Consult,793,lv,.8550218,0,35,35.24716,36.17747,T,67880,127090
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,7/11/2020,7/16/2020,Spry Strategies,700,lv,.7138253,0,33.57,35.73549,36.78198,"",67624,126524
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,7/7/2020,7/12/2020,Garin-Hart-Yang Research Group,800,lv,.8173605,0,41,39.19371,40.28157,"",67116,125421
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,6/13/2020,6/15/2020,Civiqs,898,rv,.860761,0,37,37.70644,38.83197,"",66846,124745
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,5/21/2020,5/24/2020,RMG Research,500,rv,.5929921,0,36,37.39661,39.17229,"",66765,124564
2020,Kentucky,10/28/2020,Joseph R. Biden Jr.,5/14/2020,5/15/2020,Public Policy Polling,1104,v,1.379594,0,39,38.82024,40.78622,"",66392,123640
2020,Kansas,10/28/2020,Joseph R. Biden Jr.,9/30/2020,10/27/2020,SurveyMonkey,3359,lv,.5532761,.478509,47,44.75405,44.89061,T,72122,135249
2020,Kansas,10/28/2020,Joseph R. Biden Jr.,9/21/2020,10/1/2020,Fort Hays State University,306,rv,.348173,.0658706,37.6,38.88269,39.35468,"",72060,135096
2020,Kansas,10/28/2020,Joseph R. Biden Jr.,9/28/2020,10/25/2020,SurveyMonkey,3143,lv,.0391424,.0285634,47,44.75405,44.90129,T,72012,135015
2020,Kansas,10/28/2020,Joseph R. Biden Jr.,9/27/2020,10/24/2020,SurveyMonkey,3126,lv,.0198032,.0139157,47,44.75405,44.91112,T,71927,134841
2020,Kansas,10/28/2020,Joseph R. Biden Jr.,9/26/2020,10/23/2020,SurveyMonkey,3097,lv,.0200227,.0135289,47,44.75405,44.92295,T,71860,134706
2020,Kansas,10/28/2020,Joseph R. Biden Jr.,9/25/2020,10/22/2020,SurveyMonkey,3041,lv,.0216963,.0123141,47,44.75405,44.98166,T,71799,134575
2020,Kansas,10/28/2020,Joseph R. Biden Jr.,9/23/2020,10/21/2020,SurveyMonkey,2922,lv,.0414749,.0224189,47,44.75405,44.99455,T,71716,134376
